,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
349,veris,1.4.0,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1110,Brute Force,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
350,veris,1.4.0,action.hacking,action.hacking.variety.Brute force,Brute force or password guessing attacks.,related-to,T1110.001,Brute Force: Password Guessing,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
351,veris,1.4.0,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1110.001,Brute Force: Password Guessing,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
352,veris,1.4.0,action.hacking,action.hacking.variety.Brute force,Brute force or password guessing attacks.,related-to,T1110.002,Brute Force: Password Cracking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
353,veris,1.4.0,action.hacking,action.hacking.variety.Offline cracking,"Offline password or key cracking (e.g., rainbow tables, Hashcat, JtR)",related-to,T1110.002,Brute Force: Password Cracking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
354,veris,1.4.0,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1110.002,Brute Force: Password Cracking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
355,veris,1.4.0,action.hacking,action.hacking.variety.Brute force,Brute force or password guessing attacks.,related-to,T1110.003,Brute Force: Password Spraying,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
356,veris,1.4.0,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1110.003,Brute Force: Password Spraying,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
357,veris,1.4.0,action.hacking,action.hacking.variety.Brute force,Brute force or password guessing attacks.,related-to,T1110.004,Brute Force: Credential Stuffing,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
358,veris,1.4.0,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1110.004,Brute Force: Credential Stuffing,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
359,veris,1.4.0,action.hacking,action.hacking.variety.AiTM,Adversary-in-the-middle attack. Child of 'Exploit vuln',related-to,T1111,Two-Factor Authentication Interception,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
360,veris,1.4.0,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1111,Two-Factor Authentication Interception,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
361,veris,1.4.0,action.malware,action.malware.variety.Spyware/Keylogger,"Spyware, keylogger or form-grabber (capture user input or activity)",related-to,T1111,Two-Factor Authentication Interception,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
362,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1112,Modify Registry,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
363,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1113,Screen Capture,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
364,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1113,Screen Capture,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
365,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1114,Email Collection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
366,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1114,Email Collection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
367,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1114.001,Email Collection: Local Email Collection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
368,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1114.001,Email Collection: Local Email Collection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
369,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1114.002,Email Collection: Remote Email Collection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
370,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1114.002,Email Collection: Remote Email Collection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
371,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1114.003,Email Collection: Email Forwarding Rule,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
372,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1114.003,Email Collection: Email Forwarding Rule,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
373,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Alter behavior,Influence or alter human behavior,related-to,T1114.003,Email Collection: Email Forwarding Rule,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
374,veris,1.4.0,action.malware,action.malware.variety.In-memory,(malware never stored to persistent storage),related-to,T1115,Clipboard Data,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
375,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1115,Clipboard Data,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
376,veris,1.4.0,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1119,Automated Collection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
377,veris,1.4.0,action.hacking,action.hacking.variety.Scan network,Enumerating the state of the network,related-to,T1119,Automated Collection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
378,veris,1.4.0,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1119,Automated Collection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
379,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1119,Automated Collection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
380,veris,1.4.0,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1120,Peripheral Device Discovery,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
381,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1123,Audio Capture,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
382,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1123,Audio Capture,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
383,veris,1.4.0,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1124,System Time Discovery,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
384,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1125,Video Capture,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
385,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1125,Video Capture,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
386,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1127,Trusted Developer Utilities Proxy Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
387,veris,1.4.0,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1127,Trusted Developer Utilities Proxy Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
388,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1127.001,Tursted Developer Utilities Proxy Execution: MSBuild,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
389,veris,1.4.0,action.hacking,action.hacking.variety.Other,Other,related-to,T1127.001,Tursted Developer Utilities Proxy Execution: MSBuild,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
390,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1127.002,ClickOnce,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
391,veris,1.4.0,action.hacking,action.hacking.variety.OS commanding,OS commanding. Child of 'Exploit vuln'.,related-to,T1127.002,ClickOnce,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
392,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1129,Shared Modules,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
393,veris,1.4.0,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1132,Data Encoding,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
394,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1132,Data Encoding,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
395,veris,1.4.0,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1132,Data Encoding,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
396,veris,1.4.0,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1132.001,Data Encoding: Standard Encoding,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
397,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1132.001,Data Encoding: Standard Encoding,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
398,veris,1.4.0,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1132.001,Data Encoding: Standard Encoding,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
399,veris,1.4.0,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1132.002,Data Encoding: Non-Standard Encoding,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
400,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1132.002,Data Encoding: Non-Standard Encoding,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
401,veris,1.4.0,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1132.002,Data Encoding: Non-Standard Encoding,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
402,veris,1.4.0,action.hacking,action.hacking.variety.Backdoor,Hacking action that creates a backdoor for use.,related-to,T1133,External Remote Services,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
403,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1133,External Remote Services,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
404,veris,1.4.0,action.hacking,action.hacking.vector.3rd party desktop,"3rd party online desktop sharing (LogMeIn, Go2Assist)",related-to,T1133,External Remote Services,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
405,veris,1.4.0,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1133,External Remote Services,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
406,veris,1.4.0,action.hacking,action.hacking.vector.Desktop sharing software,Superset of 'Desktop sharing' and '3rd party desktop'.  Please use in place of the other two,related-to,T1133,External Remote Services,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
407,veris,1.4.0,action.hacking,action.hacking.vector.VPN,VPN,related-to,T1133,External Remote Services,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
408,veris,1.4.0,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1133,External Remote Services,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
409,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1133,External Remote Services,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
410,veris,1.4.0,action.malware,action.malware.vector.Remote injection,Remotely injected by agent (i.e. via SQLi),related-to,T1133,External Remote Services,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
411,veris,1.4.0,action.malware,action.malware.vector.Web application,Web application. Parent of 'Web application - download' and 'Web application - drive-by.,related-to,T1133,External Remote Services,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
412,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1134,Access Token Manipulation,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
413,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1134.001,Access Token Manipulation: Token Impersonation/Theft,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
414,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1134.002,Access Token Manipulation: Create Process with Token,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
415,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1134.003,Access Token Manipulation: Make and Impersonate Token,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
416,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1134.004,Access Token Manipulation: Parent PID Spoofing,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
417,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1134.005,Access Token Manipulation: SID-History Injection,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
418,veris,1.4.0,action.hacking,action.hacking.variety.Scan network,Enumerating the state of the network,related-to,T1135,Network Share Discovery,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
419,veris,1.4.0,action.malware,action.malware.variety.Scan network,Enumerating the state of the network,related-to,T1135,Network Share Discovery,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
420,veris,1.4.0,action.hacking,action.hacking.variety.Backdoor,Hacking action that creates a backdoor for use.,related-to,T1136,Create Accounts,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
421,veris,1.4.0,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1136,Create Accounts,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
422,veris,1.4.0,action.malware,action.malware.variety.Modify data,Malware which compromises a legitimate file rather than creating new filess,related-to,T1136,Create Accounts,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
423,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Created account,Created new user account,related-to,T1136,Create Accounts,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
424,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Created account,Created new user account,related-to,T1136.001,Create Account: Local Account,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
425,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Created account,Created new user account,related-to,T1136.002,Create Account: Domain Account,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
426,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Created account,Created new user account,related-to,T1136.003,Create Account: Cloud Account,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
427,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1137,Office Application Startup,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
428,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1137.001,Office Application Startup: Office Template Macros,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
429,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1137.002,Office Application Startup: Office Test,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
430,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1137.003,Office Application Startup: Outlook Forms,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
431,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1137.004,Office Application Startup: Outlook Home Page,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
432,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1137.005,Office Application Startup: Outlook Rules,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
433,veris,1.4.0,action.malware,action.malware.variety.Unknown,Unknown,related-to,T1140,Deobfuscate/Decode Files or Information,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
434,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1176,Browser Extensions,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
435,veris,1.4.0,action.malware,action.malware.vector.Web application - drive-by,"Web via auto-executed or ""drive-by"" infection. Child of 'Web application'.",related-to,T1176,Browser Extensions,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
436,veris,1.4.0,action.hacking,action.hacking.variety.AiTM,Adversary-in-the-middle attack. Child of 'Exploit vuln',related-to,T1185,Browser Session Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
437,veris,1.4.0,action.hacking,action.hacking.variety.Hijack,To assume control over and steal functionality for an illicit purpose (e.g. Hijacking phone number intercept SMS verification codes),related-to,T1185,Browser Session Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
438,veris,1.4.0,action.hacking,action.hacking.variety.HTTP request smuggling,HTTP request smuggling. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
439,veris,1.4.0,action.hacking,action.hacking.variety.HTTP request splitting,HTTP request splitting. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
440,veris,1.4.0,action.hacking,action.hacking.variety.HTTP response smuggling,HTTP response smuggling. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
441,veris,1.4.0,action.hacking,action.hacking.variety.HTTP response splitting,HTTP response splitting. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
442,veris,1.4.0,action.hacking,action.hacking.variety.Session fixation,Session fixation. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
443,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1185,Browser Session Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
444,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1187,Forced Authentication,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
445,veris,1.4.0,action.hacking,action.hacking.variety.AiTM,Adversary-in-the-middle attack. Child of 'Exploit vuln',related-to,T1187,Forced Authentication,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
446,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1187,Forced Authentication,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
447,veris,1.4.0,action.malware,action.malware.vector.Web application - drive-by,"Web via auto-executed or ""drive-by"" infection. Child of 'Web application'.",related-to,T1189,Drive-by Compromise,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
448,veris,1.4.0,action.social,action.social.vector.Web application,Web application,related-to,T1189,Drive-by Compromise,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
449,veris,1.4.0,action.hacking,action.hacking.variety.Exploit misconfig,Exploit a misconfiguration (vs vuln or weakness),related-to,T1190,Exploit Public-Facing Application,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
450,veris,1.4.0,action.hacking,action.hacking.variety.SQLi,SQL injection. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
451,veris,1.4.0,action.hacking,action.hacking.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195,Supply Chain Compromise,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
452,veris,1.4.0,action.malware,action.malware.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195,Supply Chain Compromise,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
453,veris,1.4.0,action.malware,action.malware.vector.Software update,Included in automated software update,related-to,T1195,Supply Chain Compromise,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
454,veris,1.4.0,action.hacking,action.hacking.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
455,veris,1.4.0,action.social,action.social.vector.Software,Software,related-to,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
456,veris,1.4.0,action.hacking,action.hacking.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
457,veris,1.4.0,action.social,action.social.vector.Software,Software,related-to,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
458,veris,1.4.0,action.hacking,action.hacking.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195.003,Supply Chain Compromise: Compromise Hardware Supply Chain,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
459,veris,1.4.0,action.social,action.social.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195.003,Supply Chain Compromise: Compromise Hardware Supply Chain,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
460,veris,1.4.0,action.malware,action.malware.variety.Export data,Export data to another site or system,related-to,T1197,BITS Jobs,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
461,veris,1.4.0,action.hacking,action.hacking.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1199,Trusted Relationship,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
462,veris,1.4.0,action.malware,action.malware.variety.Adware,Adware,related-to,T1199,Trusted Relationship,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
463,veris,1.4.0,action.malware,action.malware.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1199,Trusted Relationship,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
464,veris,1.4.0,action.social,action.social.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1199,Trusted Relationship,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
465,veris,1.4.0,action.hacking,action.hacking.vector.Physical access,"Physical access or connection (i.e., at keyboard or via cable)",related-to,T1200,Hardware Additions,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
466,veris,1.4.0,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1201,Password Policy Discovery,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
467,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1202,Indirect Command Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
468,veris,1.4.0,action.hacking,action.hacking.variety.Buffer overflow,Buffer overflow. Child of 'Exploit vuln'.,related-to,T1203,Exploitation for Client Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
469,veris,1.4.0,action.hacking,action.hacking.variety.HTTP request smuggling,HTTP request smuggling. Child of 'Exploit vuln'.,related-to,T1203,Exploitation for Client Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
470,veris,1.4.0,action.hacking,action.hacking.variety.HTTP request splitting,HTTP request splitting. Child of 'Exploit vuln'.,related-to,T1203,Exploitation for Client Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
471,veris,1.4.0,action.hacking,action.hacking.variety.HTTP response smuggling,HTTP response smuggling. Child of 'Exploit vuln'.,related-to,T1203,Exploitation for Client Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
472,veris,1.4.0,action.hacking,action.hacking.variety.HTTP response splitting,HTTP response splitting. Child of 'Exploit vuln'.,related-to,T1203,Exploitation for Client Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
473,veris,1.4.0,action.malware,action.malware.variety.Client-side attack,"Client-side or browser attack (e.g., redirection, XSS, AitB)",related-to,T1203,Exploitation for Client Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
474,veris,1.4.0,action.malware,action.malware.vector.Email attachment,Email via user-executed attachment. Child of 'Email',related-to,T1203,Exploitation for Client Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
475,veris,1.4.0,action.malware,action.malware.variety.Downloader,Downloader (pull updates or other malware),related-to,T1204,User Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
476,veris,1.4.0,action.malware,action.malware.variety.Other,Other,related-to,T1204,User Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
477,veris,1.4.0,action.social,action.social.variety.Phishing,"Any type of *ishing.  Phishing always involves getting data from the victim. Phishing usually has some element of pretexting, but often it doesn’t rise to the level of an invented scenario. E.g. A fake google login page isn’t really pretexting.",related-to,T1204,User Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
478,veris,1.4.0,action.social,action.social.vector.Email,Email,related-to,T1204,User Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
479,veris,1.4.0,action.social,action.social.vector.Social media,Social media or networking,related-to,T1204,User Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
480,veris,1.4.0,action.malware,action.malware.variety.Downloader,Downloader (pull updates or other malware),related-to,T1204.001,User Execution: Malicious Link,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
481,veris,1.4.0,action.malware,action.malware.variety.Other,Other,related-to,T1204.001,User Execution: Malicious Link,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
482,veris,1.4.0,action.malware,action.malware.vector.Email link,Email via embedded link. Child of 'Email',related-to,T1204.001,User Execution: Malicious Link,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
483,veris,1.4.0,action.social,action.social.variety.Phishing,"Any type of *ishing.  Phishing always involves getting data from the victim. Phishing usually has some element of pretexting, but often it doesn’t rise to the level of an invented scenario. E.g. A fake google login page isn’t really pretexting.",related-to,T1204.001,User Execution: Malicious Link,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
484,veris,1.4.0,action.social,action.social.vector.Email,Email,related-to,T1204.001,User Execution: Malicious Link,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
485,veris,1.4.0,action.social,action.social.vector.Social media,Social media or networking,related-to,T1204.001,User Execution: Malicious Link,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
486,veris,1.4.0,action.malware,action.malware.variety.Downloader,Downloader (pull updates or other malware),related-to,T1204.002,User Execution: Malicious File,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
487,veris,1.4.0,action.malware,action.malware.variety.Other,Other,related-to,T1204.002,User Execution: Malicious File,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
