,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,tlctc_object_id,tlctc_object_name,tlctc_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
82,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
83,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
84,veris,1.4.1,action.malware,action.malware.variety.Click fraud,"Click fraud, whether or not cryptocurrency mining.  Also mark 'Click fraud or cryptocurrency mining'. Child of 'Click fraud and cryptocurrency mining'.",chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
85,veris,1.4.1,action.malware,action.malware.variety.Click fraud and cryptocurrency mining,Click fraud or cryptocurrency mining. Parent of 'Click fraud' and 'Cryptocurrency mining'.,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
86,veris,1.4.1,action.malware,action.malware.variety.Client-side attack,"Client-side or browser attack (e.g., redirection, XSS, AitB)",conditional,#3,Exploiting Client,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-ROLE; condition: a client-role component is exploited through crafted content (redirection, cross-site scripting); role: client; VERIS groups browser redirection and cross-site scripting (a client-role flaw exploited by content, #3 per R-ROLE) with adversary-in-the-browser malware (foreign code executing, #7 per R-EXEC); the record does not say which.",TLCTC Project,2026-09-18,2026-09-18
87,veris,1.4.1,action.malware,action.malware.variety.Client-side attack,"Client-side or browser attack (e.g., redirection, XSS, AitB)",conditional,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; condition: foreign code runs inside the browser or client (adversary-in-the-browser); VERIS groups browser redirection and cross-site scripting (a client-role flaw exploited by content, #3 per R-ROLE) with adversary-in-the-browser malware (foreign code executing, #7 per R-EXEC); the record does not say which.",TLCTC Project,2026-09-18,2026-09-18
88,veris,1.4.1,action.malware,action.malware.variety.Cryptocurrency mining,"Cryptocurrency mining, whether or not click fraud. Child of 'Click fraud and cryptocurrency mining'.",chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
89,veris,1.4.1,action.malware,action.malware.variety.Destroy data,Destroy or corrupt stored data,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Data-destroying payloads are #7 at execution (R-EXEC); the destruction is the Data Risk Event Av (data absent) on the affected records, never a cluster (Axiom III).",TLCTC Project,2026-09-18,2026-09-18
90,veris,1.4.1,action.malware,action.malware.variety.In-memory,(malware never stored to persistent storage),chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Code that never touches persistent storage is still foreign executable content; #7 is recorded at execution (R-EXEC). Storage location is not a classification input.",TLCTC Project,2026-09-18,2026-09-18
91,veris,1.4.1,action.malware,action.malware.variety.AitM,Adversary-in-the-middle attack. Child of 'Exploit vuln'.,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); companion after: #5 (interception from the position the payload holds); notation: <enabler> → #7 → #5; The payload intercepts or relays traffic from the position its execution gave it: #7 at execution (R-EXEC), then #5 for the interception (R-MITM).",TLCTC Project,2026-09-18,2026-09-18
92,veris,1.4.1,action.malware,action.malware.variety.Modify data,Malware which compromises a legitimate file rather than creating new filess,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; A payload that alters legitimate files is #7 at execution (R-EXEC); the alteration is the Data Risk Event Ii on the affected records (Axiom III).",TLCTC Project,2026-09-18,2026-09-18
93,veris,1.4.1,action.malware,action.malware.variety.Disable controls,Disable or interfere with security controls,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; A payload that disables security controls is #7 at execution (R-EXEC); the disabled control is a control failure, not a threat (Axiom V).",TLCTC Project,2026-09-18,2026-09-18
94,veris,1.4.1,action.malware,action.malware.variety.DoS,DoS attack,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; A payload that produces denial of service is #7 at execution on the infected system (R-EXEC); the availability effect is a Data Risk Event (A/Av). Traffic it sends against a third party is #6 in that party's record (R-FLOOD).",TLCTC Project,2026-09-18,2026-09-18
95,veris,1.4.1,action.malware,action.malware.variety.Downloader,Downloader (pull updates or other malware) ,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); companion after: #7 (the fetched second stage); notation: <enabler> → #7 → #7; A downloader is #7 at its own execution (R-EXEC); the second stage it fetches is a further #7 step when it executes.",TLCTC Project,2026-09-18,2026-09-18
96,veris,1.4.1,action.malware,action.malware.variety.Exploit misconfig,Exploit a misconfiguration (vs vuln or weakness),chain,#1,Abuse of Functions,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","companion after: #7 (the payload that executes once the misconfiguration is used, R-EXEC); notation: #1 → #7; Malware that uses a permissive configuration exercises a designed function in a permissive state: #1, no code flaw. The payload's own execution is the #7 step that follows (R-EXEC).",TLCTC Project,2026-09-18,2026-09-18
97,veris,1.4.1,action.malware,action.malware.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",outcome,none,outcome (Axiom III),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","A property of how the payload behaves, not a step: evasion is a capability of the #7 step already recorded.",TLCTC Project,2026-09-18,2026-09-18
98,veris,1.4.1,action.malware,action.malware.variety.Exploit vuln,"Exploit vulnerability in code (vs misconfig or weakness). This can be used with other malware enumerations, (such as Remote injection when a Remote injection vuln exists.)",conditional,#2,Exploiting Server,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",R-ROLE; condition: the payload exploits a flaw in a server-role component; Malware exploiting a code flaw: the exploitation is #2 or #3 per R-ROLE and enables the #7 execution that follows (R-EXEC); VERIS does not record the role.,TLCTC Project,2026-09-18,2026-09-18
99,veris,1.4.1,action.malware,action.malware.variety.Exploit vuln,"Exploit vulnerability in code (vs misconfig or weakness). This can be used with other malware enumerations, (such as Remote injection when a Remote injection vuln exists.)",conditional,#3,Exploiting Client,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",R-ROLE; condition: the payload exploits a flaw in a client-role component; Malware exploiting a code flaw: the exploitation is #2 or #3 per R-ROLE and enables the #7 execution that follows (R-EXEC); VERIS does not record the role.,TLCTC Project,2026-09-18,2026-09-18
100,veris,1.4.1,action.malware,action.malware.variety.Export data,Export data to another site or system,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Exfiltration capability of the executed foreign code; #7 at execution (R-EXEC), with the Data Risk Event C on the exported records (Axiom III).",TLCTC Project,2026-09-18,2026-09-18
101,veris,1.4.1,action.malware,action.malware.variety.Packet sniffer,Packet sniffer (capture data from network),chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); companion after: #5 (interception from the position the payload holds); notation: <enabler> → #7 → #5; A sniffer captures traffic from the position its execution gave it: #7 at execution (R-EXEC), then #5 for the interception (R-MITM).",TLCTC Project,2026-09-18,2026-09-18
102,veris,1.4.1,action.malware,action.malware.variety.Pass-the-hash,Pass-the-hash,chain,#4,Identity Theft,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-CRED; companion before: #7 (the payload that presents the hash); notation: #7 → #4; Malware presenting captured hashes authenticates as another identity: #4 (R-CRED) performed by the running payload, whose execution is the #7 step before it.",TLCTC Project,2026-09-18,2026-09-18
103,veris,1.4.1,action.malware,action.malware.variety.Password dumper,Password dumper (extract credential hashes),chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); companion after: #4 (use of the dumped credentials, R-CRED); notation: <enabler> → #7 → #4; Credential-dumping capability of the executed foreign code; #7 at execution (R-EXEC). Using the dumped credentials is a separate later #4 step (R-CRED).",TLCTC Project,2026-09-18,2026-09-18
104,veris,1.4.1,action.malware,action.malware.variety.Profile host,Enumerating the state of the current host,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
105,veris,1.4.1,action.malware,action.malware.variety.RAM scraper,RAM scraper or memory parser (capture data from volatile memory),chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
106,veris,1.4.1,action.malware,action.malware.variety.Ransomware,Ransomware (encrypt or seize stored data),chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Ransomware is #7 at execution (R-EXEC); the encryption is the Data Risk Event Ac (data present but unusable), never a cluster (Axiom III). VERIS records the outcome under attribute.availability.variety.Obscuration.",TLCTC Project,2026-09-18,2026-09-18
107,veris,1.4.1,action.malware,action.malware.variety.RAT,Remote Access Trojan.  Parent of 'Backdoor' and 'Trojan',chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
108,veris,1.4.1,action.malware,action.malware.variety.Rootkit,Rootkit (maintain local privileges and stealth),chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
109,veris,1.4.1,action.malware,action.malware.variety.Scan network,Enumerating the state of the network,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
110,veris,1.4.1,action.malware,action.malware.variety.Spam,Send spam,chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
111,veris,1.4.1,action.malware,action.malware.variety.Spyware/Keylogger,"Spyware, keylogger or form-grabber (capture user input or activity)",chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; Foreign executable content ran on the victim's system: a #7 step is recorded at the execution moment (R-EXEC). The capability VERIS names is a feature of the payload, not a separate step; the step that delivered the payload is a separate earlier step whose cluster VERIS does not record.",TLCTC Project,2026-09-18,2026-09-18
112,veris,1.4.1,action.malware,action.malware.variety.Trojan,An application which appears legitimate but hides malicious functionality. Child of 'RAT' when combined with 'Backdoor',chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); notation: <enabler> → #7; A trojan is foreign executable content that the victim was induced to run: #7 at execution (R-EXEC), typically with #9 as the enabling step.",TLCTC Project,2026-09-18,2026-09-18
113,veris,1.4.1,action.malware,action.malware.variety.Worm,Worm (propagate to other systems or devices),chain,#7,Malware,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-EXEC; companion before: the enabling cluster (#9, #3, #2, #1, #10, #4, #8 or #5); companion after: #2 | #3 | #4 (propagation) → #7 on the next host; notation: <enabler> → #7 → #2; A worm is #7 at execution on each host (R-EXEC); its propagation to the next host is a separate step (#2, #3 or #4) followed by a further #7 there.",TLCTC Project,2026-09-18,2026-09-18
114,veris,1.4.1,action.malware,action.malware.variety.Other,Other,unresolved,none,unresolved (R-UNRES-2),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",The record says malware was involved without naming its capability; #7 is likely under R-EXEC but the record does not establish that foreign code executed.,TLCTC Project,2026-09-18,2026-09-18
115,veris,1.4.1,action.malware,action.malware.variety.Unknown,Unknown,unresolved,none,unresolved (R-UNRES-2),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",The record says malware was involved without naming its capability; #7 is likely under R-EXEC but the record does not establish that foreign code executed.,TLCTC Project,2026-09-18,2026-09-18
116,veris,1.4.1,action.malware,action.malware.vector.C2,Malware actions taken through a Command and Control (C2) channel.  Backdoor is only used by hacking.,context,none,context: channel established by an earlier step,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",note: channel established by an earlier step; Actions through an existing command-and-control channel; classify the step that established the channel and each later action by its own generic vulnerability.,TLCTC Project,2026-09-18,2026-09-18
117,veris,1.4.1,action.malware,action.malware.vector.Direct install,Directly installed or inserted by threat agent (after system access),context,none,context: #1 → #7 sequence,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","note: #1 → #7 sequence; Installed by the attacker after access was gained: the installation uses designed functions (#1) and the payload's execution is #7, so the sequence is #1 → #7.",TLCTC Project,2026-09-18,2026-09-18
118,veris,1.4.1,action.malware,action.malware.vector.Download by malware,Downloaded and installed by local malware,context,none,context: #7 → #7 sequence,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",note: #7 → #7 sequence; Fetched by malware already running: a #7 → #7 sequence (R-EXEC records each execution).,TLCTC Project,2026-09-18,2026-09-18
119,veris,1.4.1,action.malware,action.malware.vector.Email,"Email. Parent to 'Email attachment', 'Email autoexecute', 'Email link', 'Email unknown'",context,none,context: human,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: human; Delivered by email: the enabling step is #9 where a person had to act (attachment, link) or #3 where the client executed it unaided (R-ROLE).",TLCTC Project,2026-09-18,2026-09-18
120,veris,1.4.1,action.malware,action.malware.vector.Email attachment,Email via user-executed attachment. Child of 'Email',context,none,context: human,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",boundary_context: human; A user-executed attachment: #9 enables #7 (R-EXEC).,TLCTC Project,2026-09-18,2026-09-18
121,veris,1.4.1,action.malware,action.malware.vector.Email autoexecute,Email via automatic execution. Child of 'Email',context,none,context: role client,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","role_hint: client; Executed by the mail client without user action: a client-role flaw (#3, R-ROLE) enables #7.",TLCTC Project,2026-09-18,2026-09-18
122,veris,1.4.1,action.malware,action.malware.vector.Email link,Email via embedded link. Child of 'Email',context,none,context: human,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",boundary_context: human; A user-followed link: #9 enables the download and #7 at execution (R-EXEC).,TLCTC Project,2026-09-18,2026-09-18
123,veris,1.4.1,action.malware,action.malware.vector.Email unknown,"Email but sub-variety (attachment, autoexecute, link, etc) not known. Child of 'Email'",context,none,context: human,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: human; Delivered by email, mechanism unknown: the enabler is #9 or #3.",TLCTC Project,2026-09-18,2026-09-18
124,veris,1.4.1,action.malware,action.malware.vector.Email other,"Email sub-variety known, but not one of those listed (attachment, link, autoexecute, etc). Child of 'Email'",context,none,context: human,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",boundary_context: human; Delivered by email through another mechanism: the enabler is #9 or #3.,TLCTC Project,2026-09-18,2026-09-18
125,veris,1.4.1,action.malware,action.malware.vector.Instant messaging,Instant Messaging,context,none,context: human,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",boundary_context: human; Delivered over instant messaging: #9 enables #7 where a person had to act.,TLCTC Project,2026-09-18,2026-09-18
126,veris,1.4.1,action.malware,action.malware.vector.Network propagation,Network propagation,context,none,context: propagation step precedes #7,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","note: propagation step precedes #7; Reached the host from another infected host: the propagation step is #2, #3 or #4, followed by #7 (R-EXEC).",TLCTC Project,2026-09-18,2026-09-18
127,veris,1.4.1,action.malware,action.malware.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),context,none,context: @Vendor→@Org,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",boundary: @Vendor→@Org; note: R-SUPPLY decides #10 versus transit; A partner connection or credential marks a responsibility-sphere crossing ||[…][@Vendor→@Org]||. It is #10 only where a trust artefact from the partner was honoured (R-SUPPLY); otherwise the partner is a transit carrier (⇒).,TLCTC Project,2026-09-18,2026-09-18
128,veris,1.4.1,action.malware,action.malware.vector.Remote injection,Remotely injected by agent (i.e. via SQLi),context,none,context: role server,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","role_hint: server; Injected through a server-side flaw (for example SQL injection): #2 enables #7 (R-ROLE, R-EXEC).",TLCTC Project,2026-09-18,2026-09-18
129,veris,1.4.1,action.malware,action.malware.vector.Removable media,Removable storage media or devices,context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",boundary_context: physical; Delivered on removable media: [physical] or [human] boundary context; the enabler is #8 (hardware connection) or #9 (a person runs it).,TLCTC Project,2026-09-18,2026-09-18
130,veris,1.4.1,action.malware,action.malware.vector.Software update,Included in automated software update,context,none,context: update,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: update; note: R-SUPPLY: #10 at the Trust Acceptance Event; Delivered inside a legitimate update: the Trust Acceptance Event makes this #10 (R-SUPPLY) with the [update] boundary context, followed by #7 at execution.",TLCTC Project,2026-09-18,2026-09-18
131,veris,1.4.1,action.malware,action.malware.vector.Web application,Web application. Parent of 'Web application - download' and 'Web application - drive-by.,context,none,context: role server,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",role_hint: server; Delivered through a web application: #2 (a flaw in the service) or #9 (a person downloads it) enables #7.,TLCTC Project,2026-09-18,2026-09-18
132,veris,1.4.1,action.malware,action.malware.vector.Web application - download,Web via user-executed or downloaded content. Child of 'Web application'.,context,none,context: human,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",boundary_context: human; A user-downloaded file: #9 enables #7 (R-EXEC).,TLCTC Project,2026-09-18,2026-09-18
133,veris,1.4.1,action.malware,action.malware.vector.Web application - drive-by,"Web via auto-executed or ""drive-by"" infection. Child of 'Web application'.",context,none,context: role client,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","role_hint: client; Executed by the browser without user action: a client-role flaw (#3, R-ROLE) enables #7.",TLCTC Project,2026-09-18,2026-09-18
134,veris,1.4.1,action.malware,action.malware.vector.Other,Other,unresolved,none,unresolved (R-UNRES-2),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",The vector is recorded as unspecified; no context annotation can be derived.,TLCTC Project,2026-09-18,2026-09-18
